player_id,player_club_id
16152,1519
24501,1519
27700,1519
28809,1519
38083,1519
4133,1519
51661,1519
55494,1519
78961,1519
106405,306
106634,306
133179,306
14124,306
198074,306
217111,306
235540,306
27304,306
42735,306
47785,306
66608,306
75890,306
77001,306
94307,306
3170,499
42714,2700
49589,2700
139956,20
14555,20
16353,20
16499,20
26432,20
34161,20
44996,20
56640,20
58660,20
64952,20
6994,20
77362,20
77737,20
90959,20
13028,9007
1335,42
1587,42
17885,42
18331,42
21327,42
22837,42
277,42
2805,42
3114,42
39198,42
41507,42
45668,42
48298,42
61901,42
133089,317
15379,317
134425,31
24180,31
3109,31
35571,31
3597,31
3876,31
3881,31
4042,31
4063,31
41414,31
52111,31
61651,31
78959,31
96754,31
112990,11107
108354,244
139019,825
189940,244
23951,244
23960,244
27470,244
39883,244
40687,244
43907,244
45403,244
5477,244
5645,244
57402,244
60577,244
126751,621
127837,621
15804,621
35564,621
54231,621
54245,621
69660,621
71571,621
71579,621
71840,621
7631,621
7874,621
89318,621
96718,621
52470,1083
19819,338
25780,338
28922,338
30825,338
64104,3592
15463,6996
49000,10690
17804,3057
44903,3057
56657,3057
90118,204
15363,2410
30391,2410
106196,16704
46706,16704
121958,2703
15071,3725
192914,2703
39185,2703
51268,3725
59209,3725
203414,190
19058,2778
193729,1053
60312,2778
34768,354
46286,354
60258,28643
78820,354
157206,566
60951,566
72736,566
75062,566
103600,172
13103,2282
61267,172
86055,172
98078,172
100131,520
13483,601
143029,601
156496,520
85345,1411
10598,43
12610,43
129971,43
130841,43
14735,43
169555,43
21449,43
36632,43
42667,43
42967,43
54265,43
54268,43
60960,43
7930,2578
87444,43
119332,2451
123294,2451
126600,465
12752,465
12772,2451
127984,2451
12836,465
132209,2451
132210,465
13543,465
14821,465
191870,2451
27980,2451
28800,465
3783,465
43252,465
43734,465
43753,465
45072,465
47994,2451
51733,2451
62909,2451
86827,465
95949,2451
95950,2451
95951,2451
96148,2451
13340,2759
13938,2759
13942,2759
14694,2759
14695,2759
14708,2759
14716,2759
21415,2759
21732,2759
22609,2759
22613,2759
59328,2759
60797,987
9502,2759
10029,370
12765,370
12769,370
12812,370
12817,370
146795,370
21306,370
31312,371
